input,State
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high",Caution
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high",Caution
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Caution
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Caution
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Caution
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Caution
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Critical
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Critical
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Critical
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Critical
"p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:med t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:low t:low,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:med t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:low t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high,p:high t:high",Critical
